SegmentID	Link_Key	BookingID	DocumentNumber	Leg	AirlineCode	DepartCityCode	DepartDate	DepartTime	FlightNumber	ArriveCityCode	ArriveDate	ArriveTime	ConnectionCode	FareBasis	SegmentFare	Class	TicketDesignator	Mileage	SeatAssignment	EquipmentType	
5139	17DSQFGJ	17	3326457697	2	AM	GDL	13/12/2019	19:30	104	PBC	13/12/2019	21:20			0.00	Q		336			
5140	19ICBMXZ	19	3326457700	1	AM	AGU	12/12/2019	14:00	2635	MEX	12/12/2019	15:20	O	LNNN0ACM/C	1135.00	L		258			
5141	20ICBMXZ	20	1856822864	2	AM	AGU	12/12/2019	14:00	2635	MEX	12/12/2019	15:20	O	LNNN0ACM/C	1135.00	L		258			
5142	22DSQFGJ	22	3326457698	1	VW	GDL	13/12/2019	19:30	104	PBC	13/12/2019	21:20			0.00	W		336			
5143	24MUVWDK	24	3326457664	1	AM	MEX	12/12/2019	06:01	102	GDL	12/12/2019	07:40	 	ENOB6QCM/C	752.00	E		272			
5144	24MUVWDK	24	3326457664	2	AM	GDL	12/12/2019	19:20	281	MEX	12/12/2019	20:45	O	QNQN0ACM/C	1180.00	E		272			
5145	26VATHST	26	3326457665	1	AM	MXL	09/12/2019	15:30	183	MEX	09/12/2019	20:40	 	LLNN0QCM/C	1958.00	L		1346			
5146	28UKIYHC	28	3326457703	1	AM	MEX	10/12/2019	06:50	170	TIJ	10/12/2019	09:00	 	ULNN0ACM/C	3583.00	U		1422			
5147	28UKIYHC	28	3326457703	2	AM	TIJ	13/12/2019	17:50	189	MEX	13/12/2019	23:20	O	UHNN0QCM/C	3939.00	U		1422			
5148	30VXYLGP	30	7380086063	1	4O	MEX	10/12/2019	05:30	3150	TRC	10/12/2019	07:10			0.00	Y		503			
5149	30VXYLGP	30	7380086063	2	4O	TRC	11/12/2019	20:10	3155	MEX	11/12/2019	21:55			0.00	Y		503			
5150	32VBDXGQ	32	7380086091	1	4O	CUL	09/12/2019	21:15	2475	MEX	09/12/2019	00:15			0.00	Y		641			
5151	34QRNWWM	34	3326457745	1	AM	MEX	20/12/2019	06:05	2062	CEN	20/12/2019	07:49	 	YNNN0AFM/C	4284.00	Y		867			
5152	34QRNWWM	34	3326457745	2	AM	CEN	20/12/2019	14:25	2801	MEX	20/12/2019	17:40	O	MNNN0ACM/C	2759.00	Y		867			
5153	36ZPMSJS	36	3326424583	1	VW	MEX	05/12/2019	08:25	220	PDS	05/12/2019	11:25			0.00	N		644			
5154	38WVOEJQ	38	3326479458	1	AM	MEX	26/12/2019	06:01	102	GDL	26/12/2019	07:40	 	ENOB6QCM/C	752.00	E		272			
5155	38WVOEJQ	38	3326479458	2	AM	GDL	27/12/2019	19:20	281	MEX	27/12/2019	20:45	O	TNQN6QCM/C	1046.00	E		272			
5156	40IVXGFK	40	7380086068	1	4O	MEX	10/12/2019	07:00	2162	MTY	10/12/2019	08:40			0.00	Y		444			
5157	40IVXGFK	40	7380086068	2	4O	MTY	13/12/2019	19:20	2187	MEX	13/12/2019	20:55			0.00	Y		444			
5158	42QLXHUV	42	7380086071	1	4O	MEX	16/12/2019	06:00	2660	GDL	16/12/2019	07:20			0.00	Y		272			
5159	42QLXHUV	42	7380086071	2	4O	GDL	18/12/2019	19:00	2687	MEX	18/12/2019	20:25			0.00	Y		272			
5160	44XVVYWC	44	7380086072	1	4O	MEX	16/12/2019	06:00	2660	GDL	16/12/2019	07:20			0.00	Y		272			
5161	44XVVYWC	44	7380086072	2	4O	GDL	19/12/2019	19:00	2687	MEX	19/12/2019	20:25			0.00	Y		272			
5162	46DHLVIK	46	7380086073	1	4O	MEX	16/12/2019	06:00	2660	GDL	16/12/2019	07:20			0.00	Y		272			
5163	46DHLVIK	46	7380086073	2	4O	GDL	19/12/2019	19:00	2687	MEX	19/12/2019	20:25			0.00	Y		272			
5164	48JZFIAQ	48	3326479497	1	VW	MEX	11/12/2019	14:10	760	SLW	11/12/2019	16:20	 	LRINTROQ  	828.00	L		440			
5165	48JZFIAQ	48	3326479497	2	VW	SLW	13/12/2019	16:40	761	MEX	13/12/2019	18:50	O	PRINTROQ  	914.00	L		440			
5166	50DOBHDI	50	3326479507	1	AM	MEX	15/12/2019	19:00	936	MTY	15/12/2019	20:55	 	ENQH6QCM/C	1974.00	E		444			
5167	50DOBHDI	50	3326479507	2	AM	MTY	20/12/2019	18:35	935	MEX	20/12/2019	20:20	O	HNQN0ACM/C	2426.00	E		444			
5168	51DOBHDI	51	1856826220	3	AM	MEX	15/12/2019	19:00	936	MTY	15/12/2019	20:55	 	ENQH6QCM/C	1974.00	E		444			
5169	51DOBHDI	51	1856826220	4	AM	MTY	20/12/2019	18:35	935	MEX	20/12/2019	20:20	O	HNQN0ACM/C	2426.00	E		444			
5170	52EXIMAF	52	3326479508	1	AM	MEX	16/12/2019	06:05	2528	MTT	16/12/2019	07:30	 	HNNN0ACM/C	1313.00	H		327			
5171	52EXIMAF	52	3326479508	2	AM	VSA	19/12/2019	19:00	510	MEX	19/12/2019	20:50	O	KNNN0ACM/C	3187.00	H		427			
5172	54MYDLVC	54	3326479509	1	LA	MVD	13/01/2020	07:29	2421	LIM	13/01/2020	10:28	 	KEESL00L  	0.00	K		2053			
5173	54MYDLVC	54	3326479509	2	LA	LIM	13/01/2020	13:40	2482	MDE	13/01/2020	16:45	X	KEESL00L  	384.00	K		1267			
5174	54MYDLVC	54	3326479509	3	LA	MDE	13/01/2020	20:10	7380	MEX	13/01/2020	23:40	O	SEESEZ0K  	208.00	K		1835			
5175	54MYDLVC	54	3326479509	4	LA	MEX	17/01/2020	18:55	621	SCL	18/01/2020	06:00	O	SEESL36L  	0.00	K		4103			
5176	54MYDLVC	54	3326479509	5	LA	SCL	18/01/2020	16:09	410	MVD	18/01/2020	18:17	X	SEESL36L  	162.50	K		850			
5177	56JKFXVZ	56	7380086074	1	4O	MEX	16/12/2019	06:00	2660	GDL	16/12/2019	07:20			0.00	T		272			
5178	56JKFXVZ	56	7380086074	2	4O	GDL	17/12/2019	19:00	2687	MEX	17/12/2019	20:25			0.00	T		272			
5179	59EEBVVY	59	7400024670	1	Y4	GDL	15/12/2019	18:30	682	HMO	15/12/2019	19:45			0.00	M		766			
5180	59EEBVVY	59	7400024670	2	Y4	HMO	18/12/2019	20:25	683	GDL	18/12/2019	23:31			0.00	M		766			
5181	61FSJDBZ	61	7380086075	1	4O	MEX	13/12/2019	06:05	2420	TIJ	13/12/2019	08:00			0.00	T		1422			
5182	61FSJDBZ	61	7380086075	2	4O	TIJ	13/12/2019	18:50	2425	MEX	13/12/2019	00:20			0.00	T		1422			
5183	63MWLSTI	63	3326479518	1	AM	MEX	08/01/2020	09:20	198	MXL	08/01/2020	11:00	 	TLNB0QCM/C	1558.00	T		1346			
5184	63MWLSTI	63	3326479518	2	AM	MXL	10/01/2020	11:45	199	MEX	10/01/2020	17:00	O	NLNH2QCM/C	1387.00	T		1346			
5185	69MFXMYD	69	3326479545	1	AM	TRC	16/12/2019	06:01	205	MEX	16/12/2019	07:40	 	YLNN0AFM/C	0.00	Y		503			
5186	69MFXMYD	69	3326479545	2	AM	MEX	16/12/2019	08:20	420	MID	16/12/2019	10:25	X	YLNN0AFM/C	3196.00	Y		634			
5187	69MFXMYD	69	3326479545	3	AM	MID	18/12/2019	16:35	421	MEX	18/12/2019	18:50	O	BLNN0ACM/C	0.00	Y		634			
5188	69MFXMYD	69	3326479545	4	AM	MEX	18/12/2019	21:35	208	TRC	18/12/2019	23:30	X	BLNN0ACM/C	2555.00	Y		503			
5189	72CNDWDC	72	7380086078	1	4O	MEX	16/12/2019	06:05	2420	TIJ	16/12/2019	08:00			0.00	M		1422			
5190	72CNDWDC	72	7380086078	2	4O	TIJ	16/12/2019	23:45	2427	MEX	16/12/2019	05:10			0.00	M		1422			
5191	77EJSGRM	77	3326491359	1	AM	MEX	12/12/2019	10:15	2080	LMM	12/12/2019	11:45	 	BNNN0ACM/C	2670.00	B		759			
5192	77EJSGRM	77	3326491359	2	AM	LMM	13/12/2019	20:41	2083	MEX	13/12/2019	23:50	O	UNNN0ACM/C	1825.00	B		759			
5193	79EGEJDS	79	3326491360	1	AM	MEX	12/12/2019	06:01	900	MTY	12/12/2019	07:55	 	LNQN6ACM/C	2269.00	L		444			
5194	79EGEJDS	79	3326491360	2	AM	MTY	12/12/2019	19:05	955	MEX	12/12/2019	20:45	O	LNQN6ACM/C	2270.00	L		444			
5195	81VXHPNM	81	3326491362	1	VW	PBC	12/12/2019	08:15	103	GDL	12/12/2019	10:00	 	KO        	868.00	K		336			
5196	84VTFOLL	84	3326491381	1	AM	MEX	30/01/2020	17:45	37	BCN	31/01/2020	11:35	 	RLXABGCM  	100.50	R		5906			
5197	84VTFOLL	84	3326491381	2	AM	BCN	16/02/2020	13:40	38	MEX	16/02/2020	19:45	O	RLNGBXCM  	135.00	R		5906			
5198	85VZLSTD	85	3326491393	1	AM	MEX	16/12/2019	15:00	228	GDL	16/12/2019	16:31	 	RNOB2QCL/C	458.00	R		272			
5199	85VZLSTD	85	3326491393	2	AM	GDL	19/12/2019	17:11	229	MEX	19/12/2019	18:45	O	NNQB2QCM/C	893.00	R		272			
5200	87ATVTHC	87	1510163846	1	AM	MEX	13/12/2019	06:01	102	GDL	13/12/2019	07:40			0.00	Y		272			
5201	87ATVTHC	87	1510163846	2	AM	GDL	13/12/2019	19:20	281	MEX	13/12/2019	20:45			0.00	Y		272			
5202	89MUVWDK	89	1856826230	3	AM	MEX	13/12/2019	06:01	102	GDL	13/12/2019	07:40	 	ENOB6QCM/C	752.00	T		272			
5203	89MUVWDK	89	1856826230	4	AM	GDL	13/12/2019	19:20	281	MEX	13/12/2019	20:45	O	QNQN0ACM/C	1180.00	T		272			
5204	90MUVWDK	90	3326491361	1	AM	MEX	13/12/2019	06:01	102	GDL	13/12/2019	07:40	 	ENOB6QCM/C	752.00	T		272			
5205	90MUVWDK	90	3326491361	2	AM	GDL	13/12/2019	19:20	281	MEX	13/12/2019	20:45	O	QNQN0ACM/C	1180.00	T		272			
5206	92KXWQEV	92	3326491428	1	AM	MEX	16/12/2019	06:15	702	HMO	16/12/2019	08:25	 	QNNN0ACM/C	2181.00	Q		997			
5207	92KXWQEV	92	3326491428	2	AM	HMO	17/12/2019	19:30	713	MEX	17/12/2019	23:10	O	QNNN0ACM/C	2181.00	Q		997			
5208	94YCCYWI	94	3326491430	1	AM	MTY	20/12/2019	06:05	2989	BJX	20/12/2019	07:25	 	KNNN0QCM/C	1647.00	K		362			
5209	94YCCYWI	94	3326491430	2	AM	BJX	20/12/2019	19:30	2031	MTY	20/12/2019	20:50	O	ENNB6QCM/C	893.00	K		362			
5210	97KZUEHU	97	3326491438	1	VW	MEX	19/12/2019	06:35	340	SLP	19/12/2019	08:05	 	PR3Q      	789.00	P		221			
5211	97KZUEHU	97	3326491438	2	VW	SLP	20/12/2019	20:35	349	MEX	20/12/2019	21:55	O	HR        	340.00	P		221			
5212	99YXRGKJ	99	3326491439	1	VW	MEX	19/12/2019	06:35	340	SLP	19/12/2019	08:05	 	PR3Q      	789.00	P		221			
5213	99YXRGKJ	99	3326491439	2	VW	SLP	20/12/2019	20:35	349	MEX	20/12/2019	21:55	O	HR        	340.00	P		221			
5214	101VXYLGP	101	7380086249	1	4O	TRC	12/12/2019	20:10	3155	MEX	12/12/2019	21:55			0.00	Y		503			
5215	103ASULMR	103	3326491443	1	DL	MEX	16/12/2019	07:00	364	ATL	16/12/2019	11:33	 	TNNC8NMS  	0.00	T		1345			
5216	103ASULMR	103	3326491443	2	DL	ATL	16/12/2019	13:12	1425	BWI	16/12/2019	15:01	X	TNNC8NMS  	231.00	T		578			
5217	103ASULMR	103	3326491443	3	DL	BWI	19/12/2019	09:00	429	ATL	19/12/2019	11:06	O	CNNF0NFM  	0.00	T		578			
5218	103ASULMR	103	3326491443	4	DL	ATL	19/12/2019	12:24	365	MEX	19/12/2019	15:10	X	CNNF0NFM  	989.00	T		1345			
5219	108LCWXZE	108	7380086248	1	4O	MTY	18/12/2019	05:45	4103	TLC	18/12/2019	07:10			0.00	Y		446			
5220	108LCWXZE	108	7380086248	2	4O	TLC	18/12/2019	23:15	4100	MTY	18/12/2019	00:55			0.00	Y		446			
5221	110RCXBJG	110	3326505975	1	AM	MEX	16/12/2019	06:05	2632	AGU	16/12/2019	07:30	 	LNNN0ACM/C	1180.00	L		258			
5222	110RCXBJG	110	3326505975	2	AM	AGU	16/12/2019	20:05	2585	MEX	16/12/2019	21:20	O	LNNN0ACM/C	1180.00	L		258			
5223	112TJHLRG	112	3326505988	1	AM	DGO	14/01/2020	10:20	2429	MEX	14/01/2020	11:55	 	ELNN6MCM  	0.00	E		469			
5224	112TJHLRG	112	3326505988	2	AM	MEX	14/01/2020	17:35	696	YVR	14/01/2020	21:55	X	ELNN6MCM  	396.00	E		2447			
5225	112TJHLRG	112	3326505988	3	AM	YVR	24/01/2020	07:01	695	MEX	24/01/2020	14:50	O	ELNN6MCM  	0.00	E		2447			
5226	112TJHLRG	112	3326505988	4	AM	MEX	24/01/2020	18:10	2600	DGO	24/01/2020	20:05	X	ELNN6MCM  	396.00	E		469			
5227	113TJHLRG	113	1856830119	5	AM	DGO	14/01/2020	10:20	2429	MEX	14/01/2020	11:55	 	ELNN6MCM  	0.00	E		469			
5228	113TJHLRG	113	1856830119	6	AM	MEX	14/01/2020	17:35	696	YVR	14/01/2020	21:55	X	ELNN6MCM  	396.00	E		2447			
5229	113TJHLRG	113	1856830119	7	AM	YVR	24/01/2020	07:01	695	MEX	24/01/2020	14:50	O	ELNN6MCM  	0.00	E		2447			
5230	113TJHLRG	113	1856830119	8	AM	MEX	24/01/2020	18:10	2600	DGO	24/01/2020	20:05	X	ELNN6MCM  	396.00	E		469			
5231	114ALHWAA	114	3326505989	1	AM	MEX	16/12/2019	07:15	162	CUL	16/12/2019	08:45	 	KNNN0ACM/C	2674.00	K		641			
5232	114ALHWAA	114	3326505989	2	AM	CUL	20/12/2019	19:30	167	MEX	20/12/2019	22:30	O	TNNN0ACM/C	1358.00	K		641			
5233	116RQSGDL	116	3326505992	1	AM	MEX	17/12/2019	06:01	212	CUU	17/12/2019	07:30	 	LNNN0ACM/C	1736.00	L		769			
5234	116RQSGDL	116	3326505992	2	AM	CUU	17/12/2019	17:20	217	MEX	17/12/2019	20:35	O	LNNN0ACM/C	1736.00	L		769			
5235	118WDFAOL	118	3326505996	1	AM	BOG	18/12/2019	08:05	718	MEX	18/12/2019	12:15	 	HNNN6XCI  	250.00	H		1976			
5236	118WDFAOL	118	3326505996	2	AM	MEX	18/12/2019	16:05	130	BJX	18/12/2019	17:15	O	LNNN0ACM/C	55.74	H		235			
5237	118WDFAOL	118	3326505996	3	AM	BJX	20/12/2019	19:50	159	MEX	20/12/2019	21:00	O	YNNN0XCI  	0.00	H		235			
5238	118WDFAOL	118	3326505996	4	AM	MEX	21/12/2019	01:15	717	BOG	21/12/2019	06:50	X	YNNN0XCI  	999.00	H		1976			
5239	120SHPVJO	120	7380086255	1	4O	VSA	16/12/2019	07:35	2533	MEX	16/12/2019	09:20			0.00	M		427			
5240	122SCKZQX	122	7380086064	2	4O	MEX	11/12/2019	20:00	2188	MTY	11/12/2019	21:40			0.00	O		444			
5241	122SCKZQX	122	7380086064	1	4O	MTY	11/12/2019	07:20	2163	MEX	11/12/2019	09:00			0.00	O		444			
5242	128FUDLXE	128	7380086079	1	4O	GDL	19/12/2019	05:55	2661	MEX	19/12/2019	07:20			0.00	Y		272			
5243	128FUDLXE	128	7380086079	2	4O	MEX	19/12/2019	19:10	2686	GDL	19/12/2019	20:30			0.00	Y		272			
5244	134FBAVRI	134	7380086253	1	4O	MEX	16/12/2019	15:00	2178	MTY	16/12/2019	16:40			0.00	Y		444			
5245	134FBAVRI	134	7380086253	2	4O	MTY	20/12/2019	16:20	2181	MEX	20/12/2019	17:55			0.00	Y		444			
5246	138ZPPRBF	138	3326448653	1	UA	MEX	16/12/2019	08:10	1594	ORD	16/12/2019	12:20	 	KNA0A9DS/9	113.68	K		1695			
5247	138ZPPRBF	138	3326448653	2	UA	ORD	18/12/2019	19:35	1547	MEX	18/12/2019	23:55	O	HNA0A9EH/9	538.20	K		1695			
5248	143HOHYUU	143	3326448659	1	AM	MEX	13/12/2019	14:00	214	GDL	13/12/2019	15:20	 	MNON0ACM/C	2180.00	M		272			
5249	148QRBTCK	148	3326448660	1	AM	MEX	15/12/2019	20:25	172	TIJ	15/12/2019	22:14	 	KHNN0QCM/C	2891.00	K		1422			
5250	148QRBTCK	148	3326448660	2	AM	TIJ	16/12/2019	23:10	187	MEX	16/12/2019	04:35	O	BANN0ACM/C	6020.00	K		1422			
5251	151QKRSFO	151	3326448661	1	AM	MEX	20/12/2019	07:00	551	TGZ	20/12/2019	08:50	 	BHNN0ACM/C	3120.00	B		443			
5252	151QKRSFO	151	3326448661	2	AM	TGZ	21/12/2019	09:15	552	MEX	21/12/2019	11:00	O	TLNB0QCM/C	858.00	B		443			
5253	152VAUPAG	152	3326448662	1	AM	MEX	18/12/2019	09:00	120	GDL	18/12/2019	10:39	 	QNQN0ACM/C	1140.00	Q		272			
5254	152VAUPAG	152	3326448662	2	AM	GDL	18/12/2019	20:15	113	MEX	18/12/2019	21:45	O	ENQB6QCM/C	968.00	Q		272			
5255	154QKRSFO	154	3326448661	1	AM	MEX	20/12/2019	07:00	551	TGZ	20/12/2019	08:50	 	BHNN0ACM/C	3120.00	B		443			
5256	154QKRSFO	154	3326448661	2	AM	TGZ	21/12/2019	09:15	552	MEX	21/12/2019	11:00	O	TLNB0QCM/C	858.00	B		443			
5257	156FAXCFE	156	3326448663	1	AM	MTY	06/01/2020	15:30	929	MEX	06/01/2020	17:10	 	RNOB2QCL/C	337.00	R		444			
5258	156FAXCFE	156	3326448663	2	AM	MEX	10/01/2020	12:00	918	MTY	10/01/2020	13:45	O	NNOH2QCM/C	528.00	R		444			
